timestamp,equity,return,return_pct
2025-01-17T19:00:00,10000.0,0.0,0.0
2025-01-17T19:15:00,10000.0,0.0,0.0
2025-01-17T19:30:00,10000.0,0.0,0.0
2025-01-17T19:45:00,10000.0,0.0,0.0
2025-01-17T20:00:00,10000.0,0.0,0.0
2025-01-17T20:15:00,10000.0,0.0,0.0
2025-01-17T20:30:00,10000.0,0.0,0.0
2025-01-17T20:45:00,10000.0,0.0,0.0
2025-01-17T21:00:00,10000.0,0.0,0.0
2025-01-17T21:15:00,10000.0,0.0,0.0
2025-01-17T21:30:00,10000.0,0.0,0.0
2025-01-17T21:45:00,10000.0,0.0,0.0
2025-01-17T22:00:00,10000.0,0.0,0.0
2025-01-17T22:15:00,10000.0,0.0,0.0
2025-01-17T22:30:00,10000.0,0.0,0.0
2025-01-17T22:45:00,10000.0,0.0,0.0
2025-01-17T23:00:00,10000.0,0.0,0.0
2025-01-17T23:15:00,10000.0,0.0,0.0
2025-01-17T23:30:00,10000.0,0.0,0.0
2025-01-17T23:45:00,10000.0,0.0,0.0
2025-01-18T00:00:00,10000.0,0.0,0.0
2025-01-18T00:15:00,10000.0,0.0,0.0
2025-01-18T00:30:00,10000.0,0.0,0.0
2025-01-18T00:45:00,10000.0,0.0,0.0
2025-01-18T01:00:00,10000.0,0.0,0.0
2025-01-18T01:15:00,10000.0,0.0,0.0
2025-01-18T01:30:00,10000.0,0.0,0.0
2025-01-18T01:45:00,10000.0,0.0,0.0
2025-01-18T02:00:00,10000.0,0.0,0.0
2025-01-18T02:15:00,10000.0,0.0,0.0
2025-01-18T02:30:00,10000.0,0.0,0.0
2025-01-18T02:45:00,10000.0,0.0,0.0
2025-01-18T03:00:00,10000.0,0.0,0.0
2025-01-18T03:15:00,10000.0,0.0,0.0
2025-01-18T03:30:00,10000.0,0.0,0.0
2025-01-18T03:45:00,10000.0,0.0,0.0
2025-01-18T04:00:00,10000.0,0.0,0.0
2025-01-18T04:15:00,10000.0,0.0,0.0
2025-01-18T04:30:00,10000.0,0.0,0.0
2025-01-18T04:45:00,10000.0,0.0,0.0
2025-01-18T05:00:00,10000.0,0.0,0.0
2025-01-18T05:15:00,10000.0,0.0,0.0
2025-01-18T05:30:00,10000.0,0.0,0.0
2025-01-18T05:45:00,10000.0,0.0,0.0
2025-01-18T06:00:00,10000.0,0.0,0.0
2025-01-18T06:15:00,10000.0,0.0,0.0
2025-01-18T06:30:00,10000.0,0.0,0.0
2025-01-18T06:45:00,10000.0,0.0,0.0
2025-01-18T07:00:00,10000.0,0.0,0.0
2025-01-18T07:15:00,10000.0,0.0,0.0
2025-01-18T07:30:00,10000.0,0.0,0.0
2025-01-18T07:45:00,10000.0,0.0,0.0
2025-01-18T08:00:00,10000.0,0.0,0.0
2025-01-18T08:15:00,10000.0,0.0,0.0
2025-01-18T08:30:00,10000.0,0.0,0.0
2025-01-18T08:45:00,10000.0,0.0,0.0
2025-01-18T09:00:00,10000.0,0.0,0.0
2025-01-18T09:15:00,10000.0,0.0,0.0
2025-01-18T09:30:00,10000.0,0.0,0.0
2025-01-18T09:45:00,10000.0,0.0,0.0
2025-01-18T10:00:00,10000.0,0.0,0.0
2025-01-18T10:15:00,10000.0,0.0,0.0
2025-01-18T10:30:00,10000.0,0.0,0.0
2025-01-18T10:45:00,10000.0,0.0,0.0
2025-01-18T11:00:00,10000.0,0.0,0.0
2025-01-18T11:15:00,10000.0,0.0,0.0
2025-01-18T11:30:00,10000.0,0.0,0.0
2025-01-18T11:45:00,10000.0,0.0,0.0
2025-01-18T12:00:00,10000.0,0.0,0.0
2025-01-18T12:15:00,10000.0,0.0,0.0
2025-01-18T12:30:00,10000.0,0.0,0.0
2025-01-18T12:45:00,10000.0,0.0,0.0
2025-01-18T13:00:00,10000.0,0.0,0.0
2025-01-18T13:15:00,10000.0,0.0,0.0
2025-01-18T13:30:00,10000.0,0.0,0.0
2025-01-18T13:45:00,10000.0,0.0,0.0
2025-01-18T14:00:00,10000.0,0.0,0.0
2025-01-18T14:15:00,10000.0,0.0,0.0
2025-01-18T14:30:00,10000.0,0.0,0.0
2025-01-18T14:45:00,10000.0,0.0,0.0
2025-01-18T15:00:00,10000.0,0.0,0.0
2025-01-18T15:15:00,10000.0,0.0,0.0
2025-01-18T15:30:00,10000.0,0.0,0.0
2025-01-18T15:45:00,10000.0,0.0,0.0
2025-01-18T16:00:00,10000.0,0.0,0.0
2025-01-18T16:15:00,10000.0,0.0,0.0
2025-01-18T16:30:00,10000.0,0.0,0.0
2025-01-18T16:45:00,10000.0,0.0,0.0
2025-01-18T17:00:00,10000.0,0.0,0.0
2025-01-18T17:15:00,10000.0,0.0,0.0
2025-01-18T17:30:00,10000.0,0.0,0.0
2025-01-18T17:45:00,10000.0,0.0,0.0
2025-01-18T18:00:00,10000.0,0.0,0.0
2025-01-18T18:15:00,10000.0,0.0,0.0
2025-01-18T18:30:00,10000.0,0.0,0.0
2025-01-18T18:45:00,10000.0,0.0,0.0
2025-01-18T19:00:00,10000.0,0.0,0.0
2025-01-18T19:15:00,10000.0,0.0,0.0
2025-01-18T19:30:00,10000.0,0.0,0.0
2025-01-18T19:45:00,10000.0,0.0,0.0
2025-01-18T20:00:00,10000.0,0.0,0.0
2025-01-18T20:15:00,10000.0,0.0,0.0
2025-01-18T20:30:00,10000.0,0.0,0.0
2025-01-18T20:45:00,10000.0,0.0,0.0
2025-01-18T21:00:00,10000.0,0.0,0.0
2025-01-18T21:15:00,10000.0,0.0,0.0
2025-01-18T21:30:00,10000.0,0.0,0.0
2025-01-18T21:45:00,10000.0,0.0,0.0
2025-01-18T22:00:00,10000.0,0.0,0.0
2025-01-18T22:15:00,10000.0,0.0,0.0
2025-01-18T22:30:00,10000.0,0.0,0.0
2025-01-18T22:45:00,10000.0,0.0,0.0
2025-01-18T23:00:00,10000.0,0.0,0.0
2025-01-18T23:15:00,10000.0,0.0,0.0
2025-01-18T23:30:00,10000.0,0.0,0.0
2025-01-18T23:45:00,10000.0,0.0,0.0
2025-01-19T00:00:00,10000.0,0.0,0.0
2025-01-19T00:15:00,10000.0,0.0,0.0
2025-01-19T00:30:00,10000.0,0.0,0.0
2025-01-19T00:45:00,10000.0,0.0,0.0
2025-01-19T01:00:00,10000.0,0.0,0.0
2025-01-19T01:15:00,10000.0,0.0,0.0
2025-01-19T01:30:00,10000.0,0.0,0.0
2025-01-19T01:45:00,10000.0,0.0,0.0
2025-01-19T02:00:00,10000.0,0.0,0.0
2025-01-19T02:15:00,10000.0,0.0,0.0
2025-01-19T02:30:00,10000.0,0.0,0.0
2025-01-19T02:45:00,10000.0,0.0,0.0
2025-01-19T03:00:00,10000.0,0.0,0.0
2025-01-19T03:15:00,10000.0,0.0,0.0
2025-01-19T03:30:00,10000.0,0.0,0.0
2025-01-19T03:45:00,10000.0,0.0,0.0
2025-01-19T04:00:00,10000.0,0.0,0.0
2025-01-19T04:15:00,10000.0,0.0,0.0
2025-01-19T04:30:00,10000.0,0.0,0.0
2025-01-19T04:45:00,10000.0,0.0,0.0
2025-01-19T05:00:00,10000.0,0.0,0.0
2025-01-19T05:15:00,10000.0,0.0,0.0
2025-01-19T05:30:00,10000.0,0.0,0.0
2025-01-19T05:45:00,10000.0,0.0,0.0
2025-01-19T06:00:00,10000.0,0.0,0.0
2025-01-19T06:15:00,10000.0,0.0,0.0
2025-01-19T06:30:00,10000.0,0.0,0.0
2025-01-19T06:45:00,10000.0,0.0,0.0
2025-01-19T07:00:00,10000.0,0.0,0.0
2025-01-19T07:15:00,10000.0,0.0,0.0
2025-01-19T07:30:00,10000.0,0.0,0.0
2025-01-19T07:45:00,10000.0,0.0,0.0
2025-01-19T08:00:00,10000.0,0.0,0.0
2025-01-19T08:15:00,10000.0,0.0,0.0
2025-01-19T08:30:00,10000.0,0.0,0.0
2025-01-19T08:45:00,10000.0,0.0,0.0
2025-01-19T09:00:00,10000.0,0.0,0.0
2025-01-19T09:15:00,10000.0,0.0,0.0
2025-01-19T09:30:00,10000.0,0.0,0.0
2025-01-19T09:45:00,10000.0,0.0,0.0
2025-01-19T10:00:00,10000.0,0.0,0.0
2025-01-19T10:15:00,10000.0,0.0,0.0
2025-01-19T10:30:00,10000.0,0.0,0.0
2025-01-19T10:45:00,10000.0,0.0,0.0
2025-01-19T11:00:00,10000.0,0.0,0.0
2025-01-19T11:15:00,10000.0,0.0,0.0
2025-01-19T11:30:00,10000.0,0.0,0.0
2025-01-19T11:45:00,10000.0,0.0,0.0
2025-01-19T12:00:00,10000.0,0.0,0.0
2025-01-19T12:15:00,10000.0,0.0,0.0
2025-01-19T12:30:00,10000.0,0.0,0.0
2025-01-19T12:45:00,10000.0,0.0,0.0
2025-01-19T13:00:00,10000.0,0.0,0.0
2025-01-19T13:15:00,10000.0,0.0,0.0
2025-01-19T13:30:00,10000.0,0.0,0.0
2025-01-19T13:45:00,10000.0,0.0,0.0
2025-01-19T14:00:00,10000.0,0.0,0.0
2025-01-19T14:15:00,10000.0,0.0,0.0
2025-01-19T14:30:00,10000.0,0.0,0.0
2025-01-19T14:45:00,10000.0,0.0,0.0
2025-01-19T15:00:00,10000.0,0.0,0.0
2025-01-19T15:15:00,10000.0,0.0,0.0
2025-01-19T15:30:00,10000.0,0.0,0.0
2025-01-19T15:45:00,10000.0,0.0,0.0
2025-01-19T16:00:00,10000.0,0.0,0.0
2025-01-19T16:15:00,10000.0,0.0,0.0
2025-01-19T16:30:00,10000.0,0.0,0.0
2025-01-19T16:45:00,10000.0,0.0,0.0
2025-01-19T17:00:00,10000.0,0.0,0.0
2025-01-19T17:15:00,10000.0,0.0,0.0
2025-01-19T17:30:00,10000.0,0.0,0.0
2025-01-19T17:45:00,10000.0,0.0,0.0
2025-01-19T18:00:00,10000.0,0.0,0.0
2025-01-19T18:15:00,10000.0,0.0,0.0
2025-01-19T18:30:00,10000.0,0.0,0.0
2025-01-19T18:45:00,10000.0,0.0,0.0
2025-01-19T19:00:00,10000.0,0.0,0.0
2025-01-19T19:15:00,10000.0,0.0,0.0
2025-01-19T19:30:00,10000.0,0.0,0.0
2025-01-19T19:45:00,10000.0,0.0,0.0
2025-01-19T20:00:00,10000.0,0.0,0.0
2025-01-19T20:15:00,10000.0,0.0,0.0
2025-01-19T20:30:00,10000.0,0.0,0.0
2025-01-19T20:45:00,10000.0,0.0,0.0
2025-01-19T21:00:00,10000.0,0.0,0.0
2025-01-19T21:15:00,10000.0,0.0,0.0
2025-01-19T21:30:00,10000.0,0.0,0.0
2025-01-19T21:45:00,10000.0,0.0,0.0
2025-01-19T22:00:00,10000.0,0.0,0.0
2025-01-19T22:15:00,10000.0,0.0,0.0
2025-01-19T22:30:00,10000.0,0.0,0.0
2025-01-19T22:45:00,10000.0,0.0,0.0
2025-01-19T23:00:00,10000.0,0.0,0.0
2025-01-19T23:15:00,10000.0,0.0,0.0
2025-01-19T23:30:00,10000.0,0.0,0.0
2025-01-19T23:45:00,10000.0,0.0,0.0
2025-01-20T00:00:00,10000.0,0.0,0.0
2025-01-20T00:15:00,10000.0,0.0,0.0
2025-01-20T00:30:00,10000.0,0.0,0.0
2025-01-20T00:45:00,10000.0,0.0,0.0
2025-01-20T01:00:00,10000.0,0.0,0.0
2025-01-20T01:15:00,10000.0,0.0,0.0
2025-01-20T01:30:00,10000.0,0.0,0.0
2025-01-20T01:45:00,10000.0,0.0,0.0
2025-01-20T02:00:00,10000.0,0.0,0.0
2025-01-20T02:15:00,10000.0,0.0,0.0
2025-01-20T02:30:00,10000.0,0.0,0.0
2025-01-20T02:45:00,10000.0,0.0,0.0
2025-01-20T03:00:00,10000.0,0.0,0.0
2025-01-20T03:15:00,10000.0,0.0,0.0
2025-01-20T03:30:00,10000.0,0.0,0.0
2025-01-20T03:45:00,10000.0,0.0,0.0
2025-01-20T04:00:00,10000.0,0.0,0.0
2025-01-20T04:15:00,10000.0,0.0,0.0
2025-01-20T04:30:00,10000.0,0.0,0.0
2025-01-20T04:45:00,10000.0,0.0,0.0
2025-01-20T05:00:00,10000.0,0.0,0.0
2025-01-20T05:15:00,10000.0,0.0,0.0
2025-01-20T05:30:00,10000.0,0.0,0.0
2025-01-20T05:45:00,10000.0,0.0,0.0
2025-01-20T06:00:00,10000.0,0.0,0.0
2025-01-20T06:15:00,10000.0,0.0,0.0
2025-01-20T06:30:00,10000.0,0.0,0.0
2025-01-20T06:45:00,10000.0,0.0,0.0
2025-01-20T07:00:00,10000.0,0.0,0.0
2025-01-20T07:15:00,10000.0,0.0,0.0
2025-01-20T07:30:00,10000.0,0.0,0.0
2025-01-20T07:45:00,10000.0,0.0,0.0
2025-01-20T08:00:00,10000.0,0.0,0.0
2025-01-20T08:15:00,10000.0,0.0,0.0
2025-01-20T08:30:00,10000.0,0.0,0.0
2025-01-20T08:45:00,10000.0,0.0,0.0
2025-01-20T09:00:00,10000.0,0.0,0.0
2025-01-20T09:15:00,10000.0,0.0,0.0
2025-01-20T09:30:00,10000.0,0.0,0.0
2025-01-20T09:45:00,10000.0,0.0,0.0
2025-01-20T10:00:00,10000.0,0.0,0.0
2025-01-20T10:15:00,10000.0,0.0,0.0
2025-01-20T10:30:00,10000.0,0.0,0.0
2025-01-20T10:45:00,10000.0,0.0,0.0
2025-01-20T11:00:00,10000.0,0.0,0.0
2025-01-20T11:15:00,10000.0,0.0,0.0
2025-01-20T11:30:00,10000.0,0.0,0.0
2025-01-20T11:45:00,10000.0,0.0,0.0
2025-01-20T12:00:00,10000.0,0.0,0.0
2025-01-20T12:15:00,10000.0,0.0,0.0
2025-01-20T12:30:00,10000.0,0.0,0.0
2025-01-20T12:45:00,10000.0,0.0,0.0
2025-01-20T13:00:00,10000.0,0.0,0.0
2025-01-20T13:15:00,10000.0,0.0,0.0
2025-01-20T13:30:00,10000.0,0.0,0.0
2025-01-20T13:45:00,10000.0,0.0,0.0
2025-01-20T14:00:00,10000.0,0.0,0.0
2025-01-20T14:15:00,10000.0,0.0,0.0
2025-01-20T14:30:00,10000.0,0.0,0.0
2025-01-20T14:45:00,10000.0,0.0,0.0
2025-01-20T15:00:00,10000.0,0.0,0.0
2025-01-20T15:15:00,10000.0,0.0,0.0
2025-01-20T15:30:00,10000.0,0.0,0.0
2025-01-20T15:45:00,10000.0,0.0,0.0
2025-01-20T16:00:00,10000.0,0.0,0.0
2025-01-20T16:15:00,10000.0,0.0,0.0
2025-01-20T16:30:00,10000.0,0.0,0.0
2025-01-20T16:45:00,10000.0,0.0,0.0
2025-01-20T17:00:00,10000.0,0.0,0.0
2025-01-20T17:15:00,10000.0,0.0,0.0
2025-01-20T17:30:00,10000.0,0.0,0.0
2025-01-20T17:45:00,10000.0,0.0,0.0
2025-01-20T18:00:00,10000.0,0.0,0.0
2025-01-20T18:15:00,10000.0,0.0,0.0
2025-01-20T18:30:00,10000.0,0.0,0.0
2025-01-20T18:45:00,10000.0,0.0,0.0
2025-01-20T19:00:00,10000.0,0.0,0.0
2025-01-20T19:15:00,10000.0,0.0,0.0
2025-01-20T19:30:00,10000.0,0.0,0.0
2025-01-20T19:45:00,10000.0,0.0,0.0
2025-01-20T20:00:00,10000.0,0.0,0.0
2025-01-20T20:15:00,10000.0,0.0,0.0
2025-01-20T20:30:00,10000.0,0.0,0.0
2025-01-20T20:45:00,10000.0,0.0,0.0
2025-01-20T21:00:00,10000.0,0.0,0.0
2025-01-20T21:15:00,10000.0,0.0,0.0
2025-01-20T21:30:00,10000.0,0.0,0.0
2025-01-20T21:45:00,10000.0,0.0,0.0
2025-01-20T22:00:00,10000.0,0.0,0.0
2025-01-20T22:15:00,10000.0,0.0,0.0
2025-01-20T22:30:00,10000.0,0.0,0.0
2025-01-20T22:45:00,10000.0,0.0,0.0
2025-01-20T23:00:00,10000.0,0.0,0.0
2025-01-20T23:15:00,10000.0,0.0,0.0
2025-01-20T23:30:00,10000.0,0.0,0.0
2025-01-20T23:45:00,10000.0,0.0,0.0
2025-01-21T00:00:00,10000.0,0.0,0.0
2025-01-21T00:15:00,10000.0,0.0,0.0
2025-01-21T00:30:00,10000.0,0.0,0.0
2025-01-21T00:45:00,10000.0,0.0,0.0
2025-01-21T01:00:00,10000.0,0.0,0.0
2025-01-21T01:15:00,10000.0,0.0,0.0
2025-01-21T01:30:00,10000.0,0.0,0.0
2025-01-21T01:45:00,10000.0,0.0,0.0
2025-01-21T02:00:00,10000.0,0.0,0.0
2025-01-21T02:15:00,10000.0,0.0,0.0
2025-01-21T02:30:00,10000.0,0.0,0.0
2025-01-21T02:45:00,10000.0,0.0,0.0
2025-01-21T03:00:00,10000.0,0.0,0.0
2025-01-21T03:15:00,10000.0,0.0,0.0
2025-01-21T03:30:00,10000.0,0.0,0.0
2025-01-21T03:45:00,10000.0,0.0,0.0
2025-01-21T04:00:00,10000.0,0.0,0.0
2025-01-21T04:15:00,10000.0,0.0,0.0
2025-01-21T04:30:00,10000.0,0.0,0.0
2025-01-21T04:45:00,10000.0,0.0,0.0
2025-01-21T05:00:00,10000.0,0.0,0.0
2025-01-21T05:15:00,10000.0,0.0,0.0
2025-01-21T05:30:00,10000.0,0.0,0.0
2025-01-21T05:45:00,10000.0,0.0,0.0
2025-01-21T06:00:00,10000.0,0.0,0.0
2025-01-21T06:15:00,10000.0,0.0,0.0
2025-01-21T06:30:00,10000.0,0.0,0.0
2025-01-21T06:45:00,10000.0,0.0,0.0
2025-01-21T07:00:00,10000.0,0.0,0.0
2025-01-21T07:15:00,10000.0,0.0,0.0
2025-01-21T07:30:00,10000.0,0.0,0.0
2025-01-21T07:45:00,10000.0,0.0,0.0
2025-01-21T08:00:00,10000.0,0.0,0.0
2025-01-21T08:15:00,10000.0,0.0,0.0
2025-01-21T08:30:00,10000.0,0.0,0.0
2025-01-21T08:45:00,10000.0,0.0,0.0
2025-01-21T09:00:00,10000.0,0.0,0.0
2025-01-21T09:15:00,10000.0,0.0,0.0
2025-01-21T09:30:00,10000.0,0.0,0.0
2025-01-21T09:45:00,10000.0,0.0,0.0
2025-01-21T10:00:00,10000.0,0.0,0.0
2025-01-21T10:15:00,10000.0,0.0,0.0
2025-01-21T10:30:00,10000.0,0.0,0.0
2025-01-21T10:45:00,10000.0,0.0,0.0
2025-01-21T11:00:00,10000.0,0.0,0.0
2025-01-21T11:15:00,10000.0,0.0,0.0
2025-01-21T11:30:00,10000.0,0.0,0.0
2025-01-21T11:45:00,10000.0,0.0,0.0
2025-01-21T12:00:00,10000.0,0.0,0.0
2025-01-21T12:15:00,10000.0,0.0,0.0
2025-01-21T12:30:00,10000.0,0.0,0.0
2025-01-21T12:45:00,10000.0,0.0,0.0
2025-01-21T13:00:00,10000.0,0.0,0.0
2025-01-21T13:15:00,10000.0,0.0,0.0
2025-01-21T13:30:00,10000.0,0.0,0.0
2025-01-21T13:45:00,10000.0,0.0,0.0
2025-01-21T14:00:00,10000.0,0.0,0.0
2025-01-21T14:15:00,10000.0,0.0,0.0
2025-01-21T14:30:00,10000.0,0.0,0.0
2025-01-21T14:45:00,10000.0,0.0,0.0
2025-01-21T15:00:00,10000.0,0.0,0.0
2025-01-21T15:15:00,10000.0,0.0,0.0
2025-01-21T15:30:00,10000.0,0.0,0.0
2025-01-21T15:45:00,10000.0,0.0,0.0
2025-01-21T16:00:00,10000.0,0.0,0.0
2025-01-21T16:15:00,10000.0,0.0,0.0
2025-01-21T16:30:00,10000.0,0.0,0.0
2025-01-21T16:45:00,10000.0,0.0,0.0
2025-01-21T17:00:00,10000.0,0.0,0.0
2025-01-21T17:15:00,10000.0,0.0,0.0
2025-01-21T17:30:00,10000.0,0.0,0.0
2025-01-21T17:45:00,10000.0,0.0,0.0
2025-01-21T18:00:00,10000.0,0.0,0.0
2025-01-21T18:15:00,10000.0,0.0,0.0
2025-01-21T18:30:00,10000.0,0.0,0.0
2025-01-21T18:45:00,10000.0,0.0,0.0
2025-01-21T19:00:00,10000.0,0.0,0.0
2025-01-21T19:15:00,10000.0,0.0,0.0
2025-01-21T19:30:00,10000.0,0.0,0.0
2025-01-21T19:45:00,10000.0,0.0,0.0
2025-01-21T20:00:00,10000.0,0.0,0.0
2025-01-21T20:15:00,10000.0,0.0,0.0
2025-01-21T20:30:00,10000.0,0.0,0.0
2025-01-21T20:45:00,10000.0,0.0,0.0
2025-01-21T21:00:00,10000.0,0.0,0.0
2025-01-21T21:15:00,10000.0,0.0,0.0
2025-01-21T21:30:00,10000.0,0.0,0.0
2025-01-21T21:45:00,10000.0,0.0,0.0
2025-01-21T22:00:00,10000.0,0.0,0.0
2025-01-21T22:15:00,10000.0,0.0,0.0
2025-01-21T22:30:00,10000.0,0.0,0.0
2025-01-21T22:45:00,10000.0,0.0,0.0
2025-01-21T23:00:00,10000.0,0.0,0.0
2025-01-21T23:15:00,10000.0,0.0,0.0
2025-01-21T23:30:00,10000.0,0.0,0.0
2025-01-21T23:45:00,10000.0,0.0,0.0
2025-01-22T00:00:00,10000.0,0.0,0.0
2025-01-22T00:15:00,10000.0,0.0,0.0
2025-01-22T00:30:00,10000.0,0.0,0.0
2025-01-22T00:45:00,10000.0,0.0,0.0
2025-01-22T01:00:00,10000.0,0.0,0.0
2025-01-22T01:15:00,10000.0,0.0,0.0
2025-01-22T01:30:00,10000.0,0.0,0.0
2025-01-22T01:45:00,10000.0,0.0,0.0
2025-01-22T02:00:00,10000.0,0.0,0.0
2025-01-22T02:15:00,10000.0,0.0,0.0
2025-01-22T02:30:00,10000.0,0.0,0.0
2025-01-22T02:45:00,10000.0,0.0,0.0
2025-01-22T03:00:00,10000.0,0.0,0.0
2025-01-22T03:15:00,10000.0,0.0,0.0
2025-01-22T03:30:00,10000.0,0.0,0.0
2025-01-22T03:45:00,10000.0,0.0,0.0
2025-01-22T04:00:00,10000.0,0.0,0.0
2025-01-22T04:15:00,10000.0,0.0,0.0
2025-01-22T04:30:00,10000.0,0.0,0.0
2025-01-22T04:45:00,10000.0,0.0,0.0
2025-01-22T05:00:00,10000.0,0.0,0.0
2025-01-22T05:15:00,10000.0,0.0,0.0
2025-01-22T05:30:00,10000.0,0.0,0.0
2025-01-22T05:45:00,10000.0,0.0,0.0
2025-01-22T06:00:00,10000.0,0.0,0.0
2025-01-22T06:15:00,10000.0,0.0,0.0
2025-01-22T06:30:00,10000.0,0.0,0.0
2025-01-22T06:45:00,10000.0,0.0,0.0
2025-01-22T07:00:00,10000.0,0.0,0.0
2025-01-22T07:15:00,10000.0,0.0,0.0
2025-01-22T07:30:00,10000.0,0.0,0.0
2025-01-22T07:45:00,10000.0,0.0,0.0
2025-01-22T08:00:00,10000.0,0.0,0.0
2025-01-22T08:15:00,10000.0,0.0,0.0
2025-01-22T08:30:00,10000.0,0.0,0.0
2025-01-22T08:45:00,10000.0,0.0,0.0
2025-01-22T09:00:00,10000.0,0.0,0.0
2025-01-22T09:15:00,10000.0,0.0,0.0
2025-01-22T09:30:00,10000.0,0.0,0.0
2025-01-22T09:45:00,10000.0,0.0,0.0
2025-01-22T10:00:00,10000.0,0.0,0.0
2025-01-22T10:15:00,10000.0,0.0,0.0
2025-01-22T10:30:00,10000.0,0.0,0.0
2025-01-22T10:45:00,10000.0,0.0,0.0
2025-01-22T11:00:00,10000.0,0.0,0.0
2025-01-22T11:15:00,10000.0,0.0,0.0
2025-01-22T11:30:00,10000.0,0.0,0.0
2025-01-22T11:45:00,10000.0,0.0,0.0
2025-01-22T12:00:00,10000.0,0.0,0.0
2025-01-22T12:15:00,10000.0,0.0,0.0
2025-01-22T12:30:00,10000.0,0.0,0.0
2025-01-22T12:45:00,10000.0,0.0,0.0
2025-01-22T13:00:00,10000.0,0.0,0.0
2025-01-22T13:15:00,10000.0,0.0,0.0
2025-01-22T13:30:00,10000.0,0.0,0.0
2025-01-22T13:45:00,10000.0,0.0,0.0
2025-01-22T14:00:00,10000.0,0.0,0.0
2025-01-22T14:15:00,10000.0,0.0,0.0
2025-01-22T14:30:00,10000.0,0.0,0.0
2025-01-22T14:45:00,10000.0,0.0,0.0
2025-01-22T15:00:00,10000.0,0.0,0.0
2025-01-22T15:15:00,10000.0,0.0,0.0
2025-01-22T15:30:00,10000.0,0.0,0.0
2025-01-22T15:45:00,10000.0,0.0,0.0
2025-01-22T16:00:00,10000.0,0.0,0.0
2025-01-22T16:15:00,10000.0,0.0,0.0
2025-01-22T16:30:00,10000.0,0.0,0.0
2025-01-22T16:45:00,10000.0,0.0,0.0
2025-01-22T17:00:00,10000.0,0.0,0.0
2025-01-22T17:15:00,10000.0,0.0,0.0
2025-01-22T17:30:00,10000.0,0.0,0.0
2025-01-22T17:45:00,10000.0,0.0,0.0
2025-01-22T18:00:00,10000.0,0.0,0.0
2025-01-22T18:15:00,10000.0,0.0,0.0
2025-01-22T18:30:00,10000.0,0.0,0.0
2025-01-22T18:45:00,10000.0,0.0,0.0
2025-01-22T19:00:00,10000.0,0.0,0.0
2025-01-22T19:15:00,10000.0,0.0,0.0
2025-01-22T19:30:00,10000.0,0.0,0.0
2025-01-22T19:45:00,10000.0,0.0,0.0
2025-01-22T20:00:00,10000.0,0.0,0.0
2025-01-22T20:15:00,10000.0,0.0,0.0
2025-01-22T20:30:00,10000.0,0.0,0.0
2025-01-22T20:45:00,10000.0,0.0,0.0
2025-01-22T21:00:00,10000.0,0.0,0.0
2025-01-22T21:15:00,10000.0,0.0,0.0
2025-01-22T21:30:00,10000.0,0.0,0.0
2025-01-22T21:45:00,10000.0,0.0,0.0
2025-01-22T22:00:00,10000.0,0.0,0.0
2025-01-22T22:15:00,10000.0,0.0,0.0
2025-01-22T22:30:00,10000.0,0.0,0.0
2025-01-22T22:45:00,10000.0,0.0,0.0
2025-01-22T23:00:00,10000.0,0.0,0.0
2025-01-22T23:15:00,10000.0,0.0,0.0
2025-01-22T23:30:00,10000.0,0.0,0.0
2025-01-22T23:45:00,10000.0,0.0,0.0
2025-01-23T00:00:00,10000.0,0.0,0.0
2025-01-23T00:15:00,10000.0,0.0,0.0
2025-01-23T00:30:00,10000.0,0.0,0.0
2025-01-23T00:45:00,10000.0,0.0,0.0
2025-01-23T01:00:00,10000.0,0.0,0.0
2025-01-23T01:15:00,10000.0,0.0,0.0
2025-01-23T01:30:00,10000.0,0.0,0.0
2025-01-23T01:45:00,10000.0,0.0,0.0
2025-01-23T02:00:00,10000.0,0.0,0.0
2025-01-23T02:15:00,10000.0,0.0,0.0
2025-01-23T02:30:00,10000.0,0.0,0.0
2025-01-23T02:45:00,10000.0,0.0,0.0
2025-01-23T03:00:00,10000.0,0.0,0.0
2025-01-23T03:15:00,10000.0,0.0,0.0
2025-01-23T03:30:00,10000.0,0.0,0.0
2025-01-23T03:45:00,10000.0,0.0,0.0
2025-01-23T04:00:00,10000.0,0.0,0.0
2025-01-23T04:15:00,10000.0,0.0,0.0
2025-01-23T04:30:00,10000.0,0.0,0.0
2025-01-23T04:45:00,10000.0,0.0,0.0
2025-01-23T05:00:00,10000.0,0.0,0.0
2025-01-23T05:15:00,10000.0,0.0,0.0
2025-01-23T05:30:00,10000.0,0.0,0.0
2025-01-23T05:45:00,10000.0,0.0,0.0
2025-01-23T06:00:00,10000.0,0.0,0.0
2025-01-23T06:15:00,10000.0,0.0,0.0
2025-01-23T06:30:00,10000.0,0.0,0.0
2025-01-23T06:45:00,10000.0,0.0,0.0
2025-01-23T07:00:00,10000.0,0.0,0.0
2025-01-23T07:15:00,10000.0,0.0,0.0
2025-01-23T07:30:00,10000.0,0.0,0.0
2025-01-23T07:45:00,10000.0,0.0,0.0
2025-01-23T08:00:00,10000.0,0.0,0.0
2025-01-23T08:15:00,10000.0,0.0,0.0
2025-01-23T08:30:00,10000.0,0.0,0.0
2025-01-23T08:45:00,10000.0,0.0,0.0
2025-01-23T09:00:00,10000.0,0.0,0.0
